1,0.680602933,0.658531323,0.673051864,0.673051864,0.673051864,0.673051864,0.673051864,0.623465583,0.658531323,0.644911778,0.644911778,0.690022966,0.690022966,0.690022966,0.644911778,0.644911778,0.644911778,0.623465583,0.644911778,0.644911778,0.604025833,0.604025833,0.604025833,0.623465583,0.644911778,0.644911778,0.644911778,0.623465583,0.604025833,0.623465583,0.623465583,1,0.623465583,0.644911778,1,0.770041638,0.652301325,0.652301325,0.644911778,0.604025833,0.644911778,0.604025833,0.644911778,0.658531323,0.658531323,0.70026804,0.66873516,0.66873516,0.66873516,0.66873516,0.623465583,0.66873516,0.545127923,0.70026804,0.70026804,0.658531323,0.70026804,0.604025833,0.623465583,0.644911778,0.604025833,0.635745464,0.604025833,0.604025833,0.692790669,0.604025833,0.644911778,0.635745464,0.623465583,0.692790669,0.658531323,0.604025833,0.635745464,0.623465583,0.676984965,0.676984965,0.676984965,0.652301325,0.903455471,0.658531323,0.692790669,0.604025833,0.658531323,0.658531323,0.658531323,0.658531323,0.604025833,0.604025833,1,0.658531323,0.604025833,1,1,0.644911778
0.680602933,1,0.448198349,0.458081072,0.458081072,0.458081072,0.458081072,0.458081072,0.424332504,0.967570504,0.438928847,0.438928847,0.469631654,0.469631654,0.469631654,0.438928847,0.438928847,0.438928847,0.424332504,0.438928847,0.438928847,0.411101753,0.411101753,0.411101753,0.424332504,0.438928847,0.438928847,0.438928847,0.424332504,0.411101753,0.424332504,0.424332504,0.680602933,0.424332504,0.438928847,0.680602933,0.524092597,0.443958195,0.443958195,0.438928847,0.411101753,0.438928847,0.411101753,0.438928847,0.448198349,0.448198349,0.476604482,0.455143111,0.455143111,0.455143111,0.455143111,0.424332504,0.455143111,0.371015663,0.476604482,0.476604482,0.448198349,0.476604482,0.411101753,0.424332504,0.438928847,0.411101753,0.432690227,0.411101753,0.411101753,0.471515361,0.411101753,0.438928847,0.432690227,0.424332504,0.471515361,0.967570504,0.88748638,0.432690227,0.424332504,0.460757952,0.460757952,0.460757952,0.443958195,0.614894443,0.448198349,0.471515361,0.411101753,0.448198349,0.448198349,0.448198349,0.448198349,0.411101753,0.411101753,0.680602933,0.448198349,0.411101753,0.680602933,0.680602933,0.438928847
0.658531323,0.448198349,1,0.779832985,0.779832985,0.779832985,0.779832985,0.779832985,0.410571615,0.433663503,0.691361257,0.424694606,0.454401737,0.454401737,0.454401737,0.747228414,0.747228414,0.747228414,0.722379735,0.747228414,0.747228414,0.699855826,0.699855826,0.699855826,0.410571615,0.691361257,0.691361257,0.691361257,0.410571615,0.397769931,0.410571615,0.410571615,0.658531323,0.410571615,0.424694606,0.658531323,0.507096538,0.429560855,0.429560855,0.424694606,0.397769931,0.424694606,0.397769931,0.424694606,1,1,0.811367066,0.774831428,0.774831428,0.774831428,0.774831428,0.722379735,0.774831428,0.631613636,0.811367066,0.811367066,1,0.811367066,0.397769931,0.410571615,0.424694606,0.397769931,0.418658301,0.397769931,0.397769931,0.456224355,0.397769931,0.424694606,0.418658301,0.410571615,0.456224355,0.433663503,0.397769931,0.418658301,0.410571615,0.445815804,0.445815804,0.445815804,0.429560855,0.594953726,1,0.456224355,0.397769931,0.433663503,0.433663503,0.433663503,0.433663503,0.397769931,0.397769931,0.658531323,0.433663503,0.397769931,0.658531323,0.658531323,0.424694606
0.673051864,0.458081072,0.779832985,1,1,1,1,1,0.714511842,0.443225734,0.706605695,0.725386826,0.464421244,0.464421244,0.464421244,0.763704717,0.763704717,0.763704717,0.738308126,0.763704717,0.763704717,0.715287568,0.715287568,0.715287568,0.662478541,0.706605695,0.706605695,0.706605695,0.662478541,0.406540713,0.714511842,0.419624673,0.673051864,0.662478541,0.434059074,0.673051864,0.51827796,0.439032623,0.439032623,0.434059074,0.406540713,0.434059074,0.406540713,0.434059074,0.779832985,0.779832985,0.829257619,0.791916373,0.791916373,0.791916373,0.791916373,0.738308126,0.791916373,0.645540646,0.829257619,0.829257619,0.779832985,0.829257619,0.406540713,0.419624673,0.434059074,0.406540713,0.42788967,0.641822361,0.406540713,0.466284051,0.406540713,0.434059074,0.675526828,0.419624673,0.466284051,0.443225734,0.406540713,0.42788967,0.419624673,0.455645992,0.455645992,0.455645992,0.439032623,0.608072389,0.779832985,0.466284051,0.406540713,0.699738497,0.699738497,0.699738497,0.699738497,0.406540713,0.406540713,0.673051864,0.699738497,0.692233256,0.673051864,0.673051864,0.434059074
0.673051864,0.458081072,0.779832985,1,1,1,1,1,0.419624673,0.443225734,0.434059074,0.434059074,0.464421244,0.464421244,0.464421244,0.763704717,0.763704717,0.763704717,0.738308126,0.763704717,0.763704717,0.715287568,0.715287568,0.715287568,0.662478541,0.685266718,0.685266718,0.685266718,0.662478541,0.406540713,0.419624673,0.419624673,0.673051864,0.662478541,0.434059074,0.673051864,0.51827796,0.439032623,0.439032623,0.434059074,0.406540713,0.434059074,0.406540713,0.434059074,0.779832985,0.779832985,0.829257619,0.791916373,0.791916373,0.791916373,0.791916373,0.738308126,0.791916373,0.645540646,0.829257619,0.829257619,0.779832985,0.829257619,0.406540713,0.419624673,0.434059074,0.406540713,0.42788967,0.641822361,0.406540713,0.466284051,0.406540713,0.434059074,0.675526828,0.419624673,0.466284051,0.443225734,0.406540713,0.42788967,0.419624673,0.455645992,0.455645992,0.455645992,0.439032623,0.608072389,0.779832985,0.466284051,0.406540713,0.699738497,0.699738497,0.699738497,0.699738497,0.406540713,0.406540713,0.673051864,0.699738497,0.641822361,0.673051864,0.673051864,0.434059074
0.673051864,0.458081072,0.779832985,1,1,1,1,1,0.714511842,0.443225734,0.706605695,0.725386826,0.464421244,0.464421244,0.464421244,0.763704717,0.763704717,0.763704717,0.738308126,0.763704717,0.763704717,0.715287568,0.715287568,0.715287568,0.662478541,0.706605695,0.706605695,0.706605695,0.662478541,0.406540713,0.714511842,0.419624673,0.673051864,0.662478541,0.434059074,0.673051864,0.51827796,0.439032623,0.439032623,0.434059074,0.406540713,0.434059074,0.406540713,0.434059074,0.779832985,0.779832985,0.829257619,0.791916373,0.791916373,0.791916373,0.791916373,0.738308126,0.791916373,0.645540646,0.829257619,0.829257619,0.779832985,0.829257619,0.406540713,0.419624673,0.434059074,0.406540713,0.42788967,0.641822361,0.406540713,0.466284051,0.406540713,0.434059074,0.675526828,0.419624673,0.466284051,0.443225734,0.406540713,0.42788967,0.419624673,0.455645992,0.455645992,0.455645992,0.439032623,0.608072389,0.779832985,0.466284051,0.406540713,0.699738497,0.699738497,0.699738497,0.699738497,0.406540713,0.406540713,0.673051864,0.699738497,0.692233256,0.673051864,0.673051864,0.434059074
0.673051864,0.458081072,0.779832985,1,1,1,1,1,0.419624673,0.443225734,0.434059074,0.434059074,0.464421244,0.464421244,0.464421244,0.763704717,0.763704717,0.763704717,0.738308126,0.763704717,0.763704717,0.715287568,0.715287568,0.715287568,0.662478541,0.685266718,0.685266718,0.685266718,0.662478541,0.406540713,0.419624673,0.419624673,0.673051864,0.662478541,0.434059074,0.673051864,0.51827796,0.439032623,0.439032623,0.434059074,0.406540713,0.434059074,0.406540713,0.434059074,0.779832985,0.779832985,0.829257619,0.791916373,0.791916373,0.791916373,0.791916373,0.738308126,0.791916373,0.645540646,0.829257619,0.829257619,0.779832985,0.829257619,0.406540713,0.419624673,0.434059074,0.406540713,0.42788967,0.641822361,0.406540713,0.466284051,0.406540713,0.434059074,0.675526828,0.419624673,0.466284051,0.443225734,0.406540713,0.42788967,0.419624673,0.455645992,0.455645992,0.455645992,0.439032623,0.608072389,0.779832985,0.466284051,0.406540713,0.699738497,0.699738497,0.699738497,0.699738497,0.406540713,0.406540713,0.673051864,0.699738497,0.641822361,0.673051864,0.673051864,0.434059074
0.673051864,0.458081072,0.779832985,1,1,1,1,1,0.714511842,0.443225734,0.434059074,0.725386826,0.464421244,0.464421244,0.464421244,0.763704717,0.763704717,0.763704717,0.738308126,0.763704717,0.763704717,0.715287568,0.715287568,0.715287568,0.662478541,0.685266718,0.685266718,0.685266718,0.662478541,0.406540713,0.714511842,0.419624673,0.673051864,0.662478541,0.434059074,0.673051864,0.51827796,0.439032623,0.439032623,0.434059074,0.406540713,0.434059074,0.406540713,0.434059074,0.779832985,0.779832985,0.829257619,0.791916373,0.791916373,0.791916373,0.791916373,0.738308126,0.791916373,0.645540646,0.829257619,0.829257619,0.779832985,0.829257619,0.406540713,0.419624673,0.434059074,0.406540713,0.42788967,0.641822361,0.406540713,0.466284051,0.406540713,0.434059074,0.675526828,0.419624673,0.466284051,0.443225734,0.406540713,0.42788967,0.419624673,0.455645992,0.455645992,0.455645992,0.439032623,0.608072389,0.779832985,0.466284051,0.406540713,0.699738497,0.699738497,0.699738497,0.699738497,0.406540713,0.406540713,0.673051864,0.699738497,0.692233256,0.673051864,0.673051864,0.434059074
0.623465583,0.424332504,0.410571615,0.714511842,0.419624673,0.714511842,0.419624673,0.714511842,1,0.410571615,0.402080298,0.67194483,0.430205571,0.430205571,0.430205571,0.402080298,0.402080298,0.402080298,0.388709333,0.402080298,0.402080298,0.376589318,0.376589318,0.376589318,0.388709333,0.402080298,0.402080298,0.402080298,0.388709333,0.537072851,0.661871047,0.55435781,0.623465583,0.55435781,0.402080298,0.623465583,0.480094459,0.406687426,0.406687426,0.402080298,0.376589318,0.402080298,0.376589318,0.402080298,0.410571615,0.410571615,0.436593022,0.416933357,0.416933357,0.416933357,0.416933357,0.388709333,0.416933357,0.339868498,0.436593022,0.436593022,0.410571615,0.436593022,0.376589318,0.778132035,0.402080298,0.537072851,0.565276533,0.537072851,0.376589318,0.431931138,0.376589318,0.402080298,0.396365416,0.55435781,0.615998587,0.410571615,0.376589318,0.396365416,0.388709333,0.422076826,0.422076826,0.422076826,0.406687426,0.563273392,0.410571615,0.431931138,0.376589318,0.585536703,0.585536703,0.585536703,0.585536703,0.376589318,0.376589318,0.623465583,0.585536703,0.641233809,0.623465583,0.623465583,0.402080298
0.658531323,0.967570504,0.433663503,0.443225734,0.443225734,0.443225734,0.443225734,0.443225734,0.410571615,1,0.424694606,0.424694606,0.454401737,0.454401737,0.454401737,0.424694606,0.424694606,0.424694606,0.410571615,0.424694606,0.424694606,0.397769931,0.397769931,0.397769931,0.410571615,0.424694606,0.424694606,0.424694606,0.410571615,0.397769931,0.410571615,0.410571615,0.658531323,0.410571615,0.424694606,0.658531323,0.507096538,0.429560855,0.429560855,0.424694606,0.397769931,0.424694606,0.397769931,0.424694606,0.433663503,0.433663503,0.461148439,0.44038305,0.44038305,0.44038305,0.44038305,0.410571615,0.44038305,0.358983812,0.461148439,0.461148439,0.433663503,0.461148439,0.397769931,0.410571615,0.424694606,0.397769931,0.418658301,0.397769931,0.397769931,0.456224355,0.397769931,0.424694606,0.418658301,0.410571615,0.456224355,1,0.858705644,0.418658301,0.410571615,0.445815804,0.445815804,0.445815804,0.429560855,0.594953726,0.433663503,0.456224355,0.397769931,0.433663503,0.433663503,0.433663503,0.433663503,0.397769931,0.397769931,0.658531323,0.433663503,0.397769931,0.658531323,0.658531323,0.424694606
